대우,,,,NNP,*,F,대우,*,*,*,*,*
구글,,,,NNP,*,T,구글,*,*,*,*,*
한국,,,,NNP,*,T,한국,*,*,*,*,*
미국,,,,NNP,*,T,미국,*,*,*,*,*
일본,,,,NNP,*,T,일본,*,*,*,*,*
북한,,,,NNP,*,T,북한,*,*,*,*,*
중국,,,,NNP,*,T,중국,*,*,*,*,*
코로나,,,,NNP,*,T,코로나,*,*,*,*,*
